82.83.149.238:6348|||BEAR|5.2.5.6|2006/08/10 01:25:08 PM
142.167.178.58:6348|||BEAR|5.2.5.6|2006/08/10 01:25:51 PM
85.13.78.30:6346|||BEAR|5.2.2.2|2006/08/10 01:26:04 PM
83.147.171.66:23926|||LIME|4.10.9|2006/08/10 01:26:30 PM
80.161.105.247:6348|||BEAR|5.2.1.2|2006/08/10 01:26:39 PM
222.106.49.27:44464|||LIME|4.10.0|2006/08/10 01:26:50 PM
67.177.33.83:32620|||LIME|4.12.5|2006/08/10 01:26:51 PM
60.52.115.93:11741|||LIME|4.12.4|2006/08/10 01:27:05 PM
70.53.128.114:16704|||LIME|4.10.9|2006/08/10 01:27:11 PM
68.103.121.161:6346|||LIME|4.9.26 Pro|2006/08/10 01:27:19 PM
65.93.96.156:43838|||LIME|4.12.3|2006/08/10 01:28:33 PM
89.240.161.125:23656|||LIME|4.10.2|2006/08/10 01:29:10 PM
82.176.154.46:6346|||LIME|4.8.1|2006/08/10 01:29:21 PM
83.250.207.163:12100|||LIME|4.10.5|2006/08/10 01:29:55 PM
74.133.82.1:3151|||MRPH|1.1.1.4|2006/08/10 01:30:07 PM
86.134.168.75:30506|||LIME|4.10.0|2006/08/10 01:30:14 PM
82.249.72.110:40331|||LIME|4.10.9|2006/08/10 01:30:36 PM
68.65.166.148:43905|||LIME|4.12.3|2006/08/10 01:30:55 PM
24.111.252.24:42568|||MRPH|1.1.1.4|2006/08/10 01:31:04 PM
82.201.179.87:58361|||MRPH|1.1.1.4|2006/08/10 01:31:16 PM
69.241.33.144:2529|||LIME|4.10.0|2006/08/10 01:31:35 PM
68.40.144.96:13298|||LIME|4.12.3|2006/08/10 01:31:44 PM
67.11.251.8:28890|||LIME|4.12.3|2006/08/10 01:32:53 PM
210.4.42.150:43647|||LIME|4.12.3|2006/08/10 01:33:13 PM
84.61.202.78:6173|||LIME|4.10.0|2006/08/10 01:33:50 PM
172.141.215.97:5979|||LIME|4.12.3|2006/08/10 01:33:53 PM
172.141.229.41:35936|||LIME|4.12.4|2006/08/10 01:34:01 PM
172.206.5.33:6346|||BEAR|4.7.2.1|2006/08/10 01:34:33 PM
70.81.88.97:40828|||LIME|4.9.37|2006/08/10 01:34:35 PM
69.117.89.32:7164|||MRPH|1.1.1.4|2006/08/10 01:35:16 PM
70.30.25.123:44053|||LIME|4.10.3|2006/08/10 01:35:18 PM
172.161.69.51:9179|||PHEX|2.8.4.93|2006/08/10 01:35:19 PM
68.112.254.47:26356|||LIME|4.10.3|2006/08/10 01:35:27 PM
69.22.47.163:7082|||LIME|4.9.37|2006/08/10 01:35:44 PM
24.177.178.33:55501|||MRPH|1.1.1.4|2006/08/10 01:35:51 PM
74.67.219.253:28183|||LIME|4.10.3|2006/08/10 01:36:33 PM
82.35.3.205:6349|||LIME|4.9.23 Pro|2006/08/10 01:36:48 PM
70.170.36.146:14532|||MRPH|1.1.1.4|2006/08/10 01:37:04 PM
88.64.49.125:6348|||BEAR|5.2.5.5|2006/08/10 01:37:05 PM
68.56.223.120:29527|||LIME|4.12.4|2006/08/10 01:37:07 PM
70.83.214.206:19832|||LIME|4.10.3|2006/08/10 01:37:24 PM
72.71.170.222:6348|||LIME|4.9.7|2006/08/10 01:37:26 PM
172.143.177.226:38375|||LIME|4.10.9|2006/08/10 01:38:12 PM
86.127.189.31:32918|||LIME|4.10.9|2006/08/10 01:38:45 PM
87.192.251.201:32518|||LIME|4.12.3|2006/08/10 01:38:58 PM
84.197.210.144:36603|||LIME|4.10.9|2006/08/10 01:39:34 PM
142.59.143.243:50726|||LIME|4.12.3|2006/08/10 01:39:38 PM
88.134.4.217:34843|||LIME|4.10.3|2006/08/10 01:39:48 PM
85.183.215.177:6501|||BEAR|6.1.2.1|2006/08/10 01:40:07 PM
172.189.129.196:31670|||LIME|4.12.3|2006/08/10 01:40:19 PM
85.224.29.53:41896|||LIME|4.10.9|2006/08/10 01:40:25 PM
172.143.83.15:47380|||LIME|4.10.9|2006/08/10 01:40:35 PM
68.109.126.183:22948|||LIME|4.10.9|2006/08/10 01:40:40 PM
84.101.224.225:9379|||MRPH|1.1.1.4|2006/08/10 01:40:52 PM
24.55.110.178:29743|||MRPH|1.1.1.4|2006/08/10 01:41:05 PM
24.203.249.2:28928|||LIME|4.10.5|2006/08/10 01:41:15 PM
219.63.116.60:6346|||LIME|4.10.9|2006/08/10 01:41:37 PM
67.80.91.94:51619|||LIME|4.12.3|2006/08/10 01:42:08 PM
82.61.15.205:6346|||BEAR|5.2.2.2|2006/08/10 01:42:23 PM
67.58.158.125:2109|||LIME|4.12.4|2006/08/10 01:42:39 PM
67.14.221.57:32290|||LIME|4.12.3|2006/08/10 01:42:52 PM
81.192.15.151:21293|||MRPH|1.1.1.4|2006/08/10 01:42:57 PM
80.202.61.191:1812|||SNOW|4.10.9|2006/08/10 01:43:01 PM
24.147.48.171:6348|||LIME|4.8.1|2006/08/10 01:43:25 PM
66.56.202.214:37401|||LIME|4.10.9 Pro|2006/08/10 01:43:27 PM
24.151.104.4:6348|||LIME|4.8.1|2006/08/10 01:43:54 PM
82.249.35.39:6346|||LIME|4.8.1 Pro|2006/08/10 01:44:12 PM
172.213.4.35:11639|||LIME|4.12.4|2006/08/10 01:44:14 PM
24.144.35.200:6560|||LIME|4.9.37|2006/08/10 01:44:15 PM
68.113.251.27:6350|||LIME|4.9.23|2006/08/10 01:44:59 PM
80.192.127.63:8189|||LIME|4.12.3|2006/08/10 01:45:13 PM
82.244.4.149:6348|||LIME|4.9.23 Pro|2006/08/10 01:45:14 PM
72.70.225.160:33361|||LIME|4.10.9|2006/08/10 01:45:29 PM
83.77.34.201:6348|||LIME|4.10.9|2006/08/10 01:45:39 PM
86.213.8.88:42205|||LIME|4.12.3 Pro|2006/08/10 01:45:42 PM
69.29.215.234:1042|||MRPH|1.1.1.4|2006/08/10 01:45:58 PM
82.231.201.146:13505|||MRPH|1.1.1.4|2006/08/10 01:46:15 PM
89.159.12.122:23732|||SNOW|4.10.9|2006/08/10 01:46:26 PM
67.84.206.168:33065|||LIME|4.10.9|2006/08/10 01:46:31 PM
24.43.48.57:42400|||LIME|4.10.3|2006/08/10 01:46:46 PM
64.33.168.72:49725|||LIME|4.10.9|2006/08/10 01:46:46 PM
82.253.45.54:24315|||MRPH|1.1.1.4|2006/08/10 01:46:47 PM
203.129.44.117:34217|||LIME|4.10.9|2006/08/10 01:46:48 PM
82.42.185.14:11210|||LIME|4.12.3|2006/08/10 01:46:51 PM
69.211.56.118:36909|||LIME|4.10.3 Pro|2006/08/10 01:47:14 PM
81.13.147.101:6348|||BEAR|5.2.5.6|2006/08/10 01:47:51 PM
83.135.208.239:57755|||MRPH|1.1.1.4|2006/08/10 01:48:06 PM
87.67.15.38:6348|||LIME|4.9.11|2006/08/10 01:48:08 PM
82.46.109.132:9397|||LIME|4.10.5|2006/08/10 01:48:31 PM
82.44.176.68:17909|||LIME|4.10.9|2006/08/10 01:48:31 PM
82.157.38.71:12274|||LIME|4.12.3|2006/08/10 01:49:15 PM
83.135.238.57:41582|||LIME|4.10.9|2006/08/10 01:49:52 PM
213.39.132.247:40579|||SNOW|4.10.9|2006/08/10 01:49:55 PM
86.142.101.234:10561|||LIME|4.10.3|2006/08/10 01:49:58 PM
213.67.147.125:6348|||BEAR|5.2.5.1|2006/08/10 01:49:59 PM
220.236.16.29:8740|||LIME|4.12.3|2006/08/10 01:50:29 PM
82.37.0.102:6346|||LIME|4.9.23 Pro|2006/08/10 01:50:51 PM
67.38.252.216:11207|||LIME|4.10.9|2006/08/10 01:51:07 PM
82.44.195.24:6346|||LIME|4.9.29|2006/08/10 01:52:09 PM
86.138.196.244:47899|||LIME|4.12.3|2006/08/10 01:52:23 PM
82.55.106.11:8263|||BEAR|6.1.2.1|2006/08/10 01:53:14 PM
172.178.53.77:6348|||BEAR|5.2.5.5|2006/08/10 01:54:56 PM
69.162.98.176:6346|||BEAR|5.0.2.3|2006/08/10 01:54:57 PM
82.83.128.66:6346|||ACQX|4.8.0|2006/08/10 01:55:27 PM
216.189.141.57:23391|||LIME|4.10.9|2006/08/10 01:55:51 PM
24.167.85.107:26474|||LIME|4.10.9|2006/08/10 01:56:01 PM
24.28.172.17:18323|||LIME|4.10.0|2006/08/10 01:57:07 PM
210.182.88.36:63235|||MRPH|1.1.1.4|2006/08/10 01:57:32 PM
24.185.52.209:34167|||LIME|4.10.3|2006/08/10 01:58:05 PM
62.150.212.69:48266|||LIME|4.10.9|2006/08/10 01:58:36 PM
70.39.138.64:22422|||LIME|4.10.3|2006/08/10 02:00:05 PM
194.208.95.188:38979|||LIME|4.10.0|2006/08/10 02:01:57 PM
66.65.12.186:53142|||MRPH|1.1.1.4|2006/08/10 02:02:33 PM
84.68.79.84:15370|||LIME|4.12.3|2006/08/10 02:03:18 PM
80.47.130.119:15008|||LIME|4.10.9|2006/08/10 02:03:54 PM
172.141.65.96:33829|||MRPH|1.1.1.4|2006/08/10 02:04:16 PM
24.141.154.167:37667|||LIME|4.10.9|2006/08/10 02:04:22 PM
67.171.82.189:6348|||LIME|4.3.3|2006/08/10 02:05:30 PM
66.255.26.98:13484|||MRPH|1.1.1.4|2006/08/10 02:05:33 PM
82.52.26.57:27872|||LIME|4.10.9|2006/08/10 02:06:08 PM
82.16.229.43:26045|||LIME|4.10.9|2006/08/10 02:06:10 PM
61.24.198.183:6346|||LIME|4.10.9|2006/08/10 02:06:22 PM
193.140.134.1:2933|||MRPH|1.1.1.4|2006/08/10 02:07:00 PM
69.242.214.35:47003|||LIME|4.9.33|2006/08/10 02:07:15 PM
81.50.133.207:39835|||LIME|4.10.9|2006/08/10 02:07:25 PM
72.24.184.38:6348|||BEAR|5.2.5.1|2006/08/10 02:07:28 PM
24.169.126.126:24630|||LIME|4.10.9|2006/08/10 02:08:19 PM
213.44.77.48:6348|||BEAR|5.2.5.6|2006/08/10 02:08:24 PM
74.128.198.118:6872|||LIME|4.10.9|2006/08/10 02:08:57 PM
24.92.193.144:11441|||MRPH|1.1.1.4|2006/08/10 02:09:19 PM
86.144.2.178:2148|||MRPH|1.1.1.4|2006/08/10 02:10:11 PM
71.250.234.97:25116|||LIME|4.10.9|2006/08/10 02:10:26 PM
66.75.133.0:6348|||LIME|4.9.11 Pro|2006/08/10 02:10:39 PM
89.1.36.220:6348|||BEAR|5.2.5.6|2006/08/10 02:10:56 PM
83.8.114.37:6348|||BEAR|5.2.5.6|2006/08/10 02:11:09 PM
71.195.59.208:6348|||BEAR|5.2.5.6|2006/08/10 02:11:25 PM
81.56.137.67:10467|||LIME|4.12.4|2006/08/10 02:11:40 PM
69.201.153.35:12941|||LIME|4.12.4|2006/08/10 02:12:05 PM
216.218.213.34:6346|||MUTE|4.9.11|2006/08/10 02:12:17 PM
216.218.213.35:6346|||MUTE|4.9.11|2006/08/10 02:12:17 PM
216.218.213.36:6346|||MUTE|4.9.11|2006/08/10 02:12:18 PM
216.218.213.37:6346|||MUTE|4.9.11|2006/08/10 02:12:23 PM
216.218.213.38:6346|||MUTE|4.9.11|2006/08/10 02:12:33 PM
216.218.213.39:6346|||MUTE|4.9.11|2006/08/10 02:12:33 PM
216.218.213.40:6346|||MUTE|4.9.11|2006/08/10 02:12:44 PM
216.218.213.41:6346|||MUTE|4.9.11|2006/08/10 02:12:44 PM
216.218.213.42:6346|||MUTE|4.9.11|2006/08/10 02:12:45 PM
216.218.213.43:6346|||MUTE|4.9.11|2006/08/10 02:12:45 PM
216.218.213.44:6346|||MUTE|4.9.11|2006/08/10 02:12:45 PM
216.218.213.45:6346|||MUTE|4.9.11|2006/08/10 02:12:46 PM
216.218.213.46:6346|||MUTE|4.9.11|2006/08/10 02:12:46 PM
216.218.213.47:6346|||MUTE|4.9.11|2006/08/10 02:12:57 PM
216.218.213.48:6346|||MUTE|4.9.11|2006/08/10 02:12:57 PM
216.218.213.49:6346|||MUTE|4.9.11|2006/08/10 02:12:57 PM
216.218.213.50:6346|||MUTE|4.9.11|2006/08/10 02:13:05 PM
216.218.213.51:6346|||MUTE|4.9.11|2006/08/10 02:13:05 PM
216.218.213.52:6346|||MUTE|4.9.11|2006/08/10 02:13:05 PM
216.218.213.53:6346|||MUTE|4.9.11|2006/08/10 02:13:06 PM
216.218.213.54:6346|||MUTE|4.9.11|2006/08/10 02:13:06 PM
216.218.213.55:6346|||MUTE|4.9.11|2006/08/10 02:13:06 PM
216.218.213.56:6346|||MUTE|4.9.11|2006/08/10 02:13:06 PM
216.218.213.57:6346|||MUTE|4.9.11|2006/08/10 02:13:09 PM
216.218.213.58:6346|||MUTE|4.9.11|2006/08/10 02:13:09 PM
216.218.213.59:6346|||MUTE|4.9.11|2006/08/10 02:13:10 PM
216.218.213.60:6346|||MUTE|4.9.11|2006/08/10 02:13:10 PM
216.218.213.61:6346|||MUTE|4.9.11|2006/08/10 02:13:15 PM
216.218.213.62:6346|||MUTE|4.9.11|2006/08/10 02:13:15 PM
68.106.68.209:6349|||LIME|4.6.0|2006/08/10 02:13:17 PM
65.95.27.64:46534|||LIME|4.10.0 Pro|2006/08/10 02:13:46 PM
210.49.7.239:12437|||LIME|4.10.9|2006/08/10 02:15:09 PM
84.63.21.155:6348|||BEAR|5.2.5.5|2006/08/10 02:15:36 PM
213.93.201.224:22064|||LIME|4.9.4 Pro|2006/08/10 02:16:26 PM
71.251.9.15:51676|||LIME|4.10.0 Pro|2006/08/10 02:17:20 PM
81.156.249.86:30997|||MRPH|1.1.1.4|2006/08/10 02:17:26 PM
71.225.183.123:6348|||LIME|4.9.23|2006/08/10 02:17:48 PM
68.204.45.167:38581|||LIME|4.9.30|2006/08/10 02:17:49 PM
71.100.7.49:61843|||MRPH|1.1.1.4|2006/08/10 02:18:00 PM
202.65.70.82:28016|||SNOW|4.10.9|2006/08/10 02:18:03 PM
69.196.164.47:6346|||BEAR|5.2.4.12|2006/08/10 02:18:04 PM
24.93.142.72:6349|||LIME|4.8.1 Pro|2006/08/10 02:18:06 PM
68.1.41.45:40226|||LIME|4.10.9|2006/08/10 02:18:14 PM
83.81.103.21:11974|||LIME|4.12.3 Pro|2006/08/10 02:18:29 PM
24.60.186.249:6346|||LIME|4.8.1 Pro|2006/08/10 02:18:43 PM
201.243.212.160:32785|||MRPH|1.1.1.4|2006/08/10 02:19:10 PM
172.166.187.76:27865|||MRPH|1.1.1.4|2006/08/10 02:19:15 PM
148.160.191.154:49076|||MRPH|1.1.1.4|2006/08/10 02:19:19 PM
204.210.251.33:13599|||LIME|4.9.33|2006/08/10 02:19:29 PM
68.189.83.143:6346|||BEAR|5.2.5.1|2006/08/10 02:19:48 PM
72.229.246.45:6348|||LIME|4.9.29|2006/08/10 02:20:09 PM
58.162.56.152:4843|||LIME|4.10.9|2006/08/10 02:20:09 PM
213.182.124.233:6348|||BEAR|5.2.5.1|2006/08/10 02:20:09 PM
70.178.44.206:24972|||LIME|4.12.4|2006/08/10 02:20:21 PM
66.78.151.115:64400|||MRPH|1.1.1.4|2006/08/10 02:20:28 PM
211.13.31.243:6346|||LIME|4.10.9|2006/08/10 02:20:53 PM
71.76.238.88:6413|||LIME|4.10.9|2006/08/10 02:21:20 PM
83.116.140.131:6349|||LIME|4.9.11 Pro|2006/08/10 02:21:45 PM
204.10.231.93:33355|||MRPH|1.1.1.4|2006/08/10 02:22:06 PM
67.170.140.190:4819|||MRPH|1.1.1.4|2006/08/10 02:22:15 PM
69.238.89.66:28269|||LIME|4.10.9|2006/08/10 02:23:34 PM
85.104.33.128:8152|||LIME|4.12.4|2006/08/10 02:24:08 PM
201.124.178.29:12759|||MRPH|1.1.1.4|2006/08/10 02:24:51 PM
24.107.219.119:41116|||MRPH|1.1.1.4|2006/08/10 02:25:24 PM
221.38.215.33:43074|||LIME|4.10.9|2006/08/10 02:25:56 PM
86.0.174.146:6346|||LIME|4.12.3|2006/08/10 02:26:03 PM
88.107.157.96:45668|||LIME|4.12.4 Pro|2006/08/10 02:26:21 PM
83.118.80.182:2062|||MRPH|1.1.1.4|2006/08/10 02:26:27 PM
86.131.124.150:6346|||LIME|4.8.1|2006/08/10 02:26:37 PM
84.66.174.156:41003|||LIME|4.10.9 Pro|2006/08/10 02:26:59 PM
62.123.135.219:6346|||LIME|4.9.29|2006/08/10 02:27:01 PM
80.60.136.240:30510|||LIME|4.9.23 Pro|2006/08/10 02:27:11 PM
88.109.169.179:9560|||MRPH|1.1.1.4|2006/08/10 02:27:12 PM
12.201.126.187:7546|||BEAR|6.1.2.1|2006/08/10 02:27:31 PM
125.212.107.235:6187|||LIME|4.12.4|2006/08/10 02:27:35 PM
213.93.9.162:11047|||LIME|4.12.0 Pro|2006/08/10 02:27:39 PM
172.200.5.50:12570|||LIME|4.10.9|2006/08/10 02:27:51 PM
84.165.158.162:6346|||LIME|4.3.3|2006/08/10 02:27:54 PM
72.60.223.233:6348|||LIME|4.12.4|2006/08/10 02:28:03 PM
66.138.57.97:20242|||LIME|4.12.3|2006/08/10 02:28:31 PM
82.210.131.221:6348|||BEAR|5.2.5.6|2006/08/10 02:28:45 PM
172.146.118.130:13602|||LIME|4.12.4|2006/08/10 02:29:22 PM
60.50.252.114:39841|||LIME|4.8.0 Pro|2006/08/10 02:29:39 PM
211.32.23.51:48359|||LIME|4.12.4|2006/08/10 02:29:41 PM
142.161.214.193:26580|||LIME|4.12.3|2006/08/10 02:29:44 PM
87.78.244.133:40876|||LIME|4.12.3|2006/08/10 02:29:45 PM
195.158.119.247:6346|||BEAR|5.2.1.9|2006/08/10 02:29:51 PM
68.64.105.159:5809|||MRPH|1.1.1.4|2006/08/10 02:29:51 PM
125.193.56.44:6346|||LIME|4.10.9|2006/08/10 02:29:52 PM
82.49.20.71:6346|||BEAR|5.2.5.2|2006/08/10 02:30:04 PM
68.158.167.93:3443|||LIME|4.12.3|2006/08/10 02:30:40 PM
84.71.127.52:6346|||LIME|4.10.9|2006/08/10 02:30:45 PM
86.218.110.252:22466|||LIME|4.10.9|2006/08/10 02:30:46 PM
84.27.218.49:4177|||LIME|4.10.5|2006/08/10 02:30:50 PM
172.206.39.2:20224|||LIME|4.10.9|2006/08/10 02:31:33 PM
70.31.177.42:41480|||LIME|4.10.9|2006/08/10 02:31:42 PM
71.80.28.163:45769|||LIME|4.12.3|2006/08/10 02:31:44 PM
24.44.214.141:6346|||BEAR|4.7.3.2|2006/08/10 02:31:56 PM
67.83.60.54:16294|||LIME|4.10.9|2006/08/10 02:32:24 PM
